Wins,Public Favor,Allegiance Network_Strong,Survived
11,0.8332970195113749,1,0
5,0.6094066927429741,0,0
4,0.6015470815761413,0,0
5,0.5472887210280186,0,0
7,0.7926171143627827,1,1
5,0.5641840720039532,0,0
17,0.9031208390449892,1,1
8,0.7248242352674673,1,1
6,0.7777038714338486,1,1
5,0.5103755386745387,0,0
8,0.7114584147196276,1,1
13,0.8890138299771275,1,0
2,0.5351943410543062,0,0
7,0.6718542279775832,1,0
11,0.8942545762308363,1,1
4,0.484866761268805,0,0
7,0.682842193348859,0,1
6,0.5513413256448995,1,0
14,0.915605294140078,1,1
6,0.7238642743905621,1,0
6,0.5376222377197615,0,0
8,0.8266410892965858,1,1
4,0.7136909369073474,1,0
0,0.3707288216738267,0,0
6,0.3798292747466275,0,0
10,0.6047025356473847,0,0
14,0.7867094066538158,1,1
16,1.0008132449273843,1,1
5,0.6871376957758366,0,1
8,0.7266088551485064,1,1
7,0.5266268331811286,0,0
7,0.7300376598148958,1,1
11,0.6955538792965883,0,1
6,0.7447683917911302,1,1
6,0.6750693575621965,0,1
11,0.6201617726753283,1,1
5,0.6376953243538915,0,0
4,0.4557876187539736,1,0
6,0.6530544035080796,1,1
7,0.7281295115192642,1,1
9,0.682310766343543,0,1
5,0.6066730873375795,0,0
8,0.6649454520458679,0,1
5,0.4451499912234344,1,0
5,0.7164821782797793,1,1
4,0.4458822308577044,0,0
4,0.5306907131752118,0,0
9,0.7813773933084153,1,0
11,0.8809030800752154,1,1
7,0.6825186488661661,0,0
9,0.8045338149616185,1,1
1,0.4886417763049418,1,0
7,0.717292828338722,1,1
9,0.7192095134729248,1,1
8,0.7876467841348646,1,1
5,0.5712980252207985,0,0
6,0.7693870355943113,1,1
10,0.995835811352685,1,1
8,0.7311003279194185,1,1
7,0.6530532950789057,0,1
8,0.6526556470535458,0,0
8,0.5478358401112516,0,1
6,0.7842548441787967,1,0
4,0.6245808621714926,0,0
10,0.6524892805150484,1,0
10,0.7540600144621901,1,1
6,0.6566410019540059,1,0
7,0.6232944110407638,1,0
10,0.9774267458394232,1,1
4,0.5761912139070878,0,0
4,0.444907251640362,1,0
6,0.6059095060704582,0,0
13,0.7710403516984403,1,1
8,0.7772746779677987,1,1
11,0.7970939698056487,1,1
16,0.996861462562451,1,1
4,0.410092363558634,1,0
7,0.7865717269461102,1,1
3,0.6297539154314028,1,0
8,0.7556602773058865,1,0
10,0.7588168956516597,1,0
6,0.7175118316864656,1,1
7,0.6643239509400088,1,0
9,0.8422023407445397,1,0
18,0.8426799419566191,1,1
4,0.8139233650618533,1,1
3,0.5015570551268599,0,0
10,1.007341835731843,1,0
14,0.9826754258554556,1,1
12,0.79491464798674,1,1
9,0.6964549258532189,0,1
10,0.806399186630448,1,1
7,0.8360489193266661,1,1
6,0.4870415357322018,1,0
4,0.5448786854464132,0,0
8,0.6317957827512752,1,0
12,0.9490055240173314,1,1
5,0.5872848057418899,0,0
5,0.600108815006714,1,1
9,0.769119789745803,1,1
5,0.8195961119730508,1,0
9,0.595116409151532,0,0
12,0.8769507659750486,1,0
6,0.7546857694534592,1,1
7,0.6748806272699847,0,0
9,0.8049230754844262,1,1
11,0.9654938589914684,1,1
9,0.6997104615945765,0,0
0,0.3235448987628448,0,0
9,0.6759957890454145,1,1
14,0.8422222089659704,1,1
3,0.4108428708552876,1,0
9,0.6749264756738789,0,1
13,0.7998987132761738,1,0
12,0.9630131202891064,1,1
9,0.6582915696742215,0,0
11,0.8118723485932661,1,1
2,0.6791932978743498,1,0
12,0.8052834763045565,1,1
10,0.8645088605168344,1,1
5,0.7047517190687353,1,0
8,0.5302257465361961,1,0
14,0.8772571848966069,1,1
6,0.5787136045316105,1,0
17,0.9356379999660952,1,1
10,0.8842286830242011,1,1
13,0.77004891048613,1,1
2,0.4084820015563656,1,0
2,0.5317202175297329,0,0
10,0.8360134018724565,1,1
4,0.6037084049934809,0,0
15,0.907084528047697,1,1
8,0.6819096026688827,0,0
7,0.6521466079955692,0,0
5,0.5010583109417412,0,0
6,0.5694493195366159,1,1
8,0.7634075497015851,1,1
7,0.7974897297897163,1,1
8,0.7564780711544172,1,0
13,0.7078573656082938,1,1
6,0.7303967644765851,1,1
6,0.5665580798854746,1,0
4,0.4834112406451584,1,0
10,0.7550512601386887,1,1
13,0.8761468400637152,1,1
3,0.5390972088344244,1,0
9,0.752978191702334,1,1
6,0.7487992701817572,1,1
10,0.5661340741724266,1,0
13,0.9137396146856702,1,1
7,0.5584695386903943,0,0
8,0.8392406158498928,1,1
15,0.919069610194878,1,1
5,0.6304984512441454,0,0
7,0.6205852486027545,0,0
7,0.6364692861868095,0,0
15,0.8478569746736997,1,1
6,0.5999443016204963,1,0
1,0.4153002846919968,0,0
12,0.8122240805106553,1,0
7,0.6042615586276769,1,0
4,0.6375797810247246,0,0
5,0.6251408255912377,0,0
4,0.5229484266645011,0,0
7,0.5851748361782405,0,0
10,0.7149270359961124,1,1
5,0.6726730488305871,1,0
5,0.6126188399480214,0,0
4,0.6514888515300707,1,0
4,0.6411572273303568,0,1
4,0.5692736961930597,0,0
9,0.6627093139693523,1,1
6,0.6776933521098845,0,0
9,0.7917113747383775,1,1
10,0.899125097524416,1,0
7,0.6329690297721643,0,0
3,0.5525783482415497,1,0
4,0.4885462461490779,0,0
5,0.5841480555240912,0,1
3,0.5307632221211692,0,0
5,0.7584353907128752,1,0
9,0.6439839461548947,0,1
9,0.907295098467122,1,1
11,0.9034064028658982,1,1
2,0.448702017079511,1,0
7,0.3750404337894927,0,0
10,0.7163888914316486,1,1
5,0.6118407832950379,1,0
6,0.655530914302137,1,0
8,0.7154426556484191,1,1
8,0.7056622340678109,1,1
8,0.6768085645468617,0,1
5,0.6881596961779465,1,1
8,0.7369913629761521,1,1
6,0.6271915341005415,1,0
2,0.383545707677462,1,0
6,0.6241566563682519,1,0
12,0.9286993821300088,1,1
8,0.8640352652967981,1,1
12,0.5943476822311179,1,1
6,0.6261303633045278,1,1
10,0.6552420032779351,0,1
5,0.638655828391558,0,0
4,0.6597580187500185,1,1
4,0.4823702813863251,0,0
7,0.8021548616967009,1,1
5,0.6440740338136669,0,0
8,0.8446218285831602,1,1
7,0.7017811659840308,1,0
15,0.8694805725182396,1,1
12,0.7532501203410602,1,1
4,0.56070302693814,0,0
6,0.6022152593384108,1,0
8,0.8150307284012063,1,0
7,0.8160918834221736,1,1
8,0.6634443051647924,0,1
7,0.5832481206380558,1,0
6,0.6678035439989025,0,1
10,0.7534479697945862,1,1
14,0.8233402920550462,1,1
7,0.6698346004791721,0,0
8,0.5975604746109999,1,1
6,0.5808494392856337,0,1
6,0.5529040059809789,0,0
7,0.8103750275883502,1,1
17,0.9580698674090368,1,1
13,1.0107615002108183,1,1
9,0.780641547067385,1,1
6,0.5162048917365275,0,1
9,0.8088827769822234,1,1
3,0.478568424455918,1,1
12,0.8551385038165138,1,0
7,0.8187521392735583,1,1
6,0.5784161786076252,0,0
4,0.6113700804210346,0,1
7,0.7031761231431463,1,1
17,0.8938258922651878,1,1
3,0.5647490510500695,1,1
5,0.5759714541515828,0,0
6,0.7024496294222892,1,1
10,0.5156672496840409,0,0
11,0.9076763593725818,1,0
16,0.8925443609357763,1,1
13,0.8448044687503086,1,1
4,0.4954996638992653,0,0
7,0.6432179436686886,0,1
8,0.564702226458428,1,0
10,0.8470405336848255,1,0
12,0.820505537776689,1,1
15,0.8763995596172895,1,0
4,0.6049274339666263,1,0
8,0.9382969595382248,1,1
6,0.6655555722529884,0,1
5,0.5073564479248722,1,0
10,0.8108652938801316,1,0
9,0.7760281849715451,1,1
8,0.6911503875149918,0,1
3,0.5056236054288027,0,0
5,0.5769902151550361,0,0
7,0.7046134533768542,1,0
7,0.5662138914890069,0,0
14,0.7880743855901072,1,1
8,0.8291760508680205,1,1
10,0.8145672596795208,1,1
8,0.5968238002815325,1,0
13,0.8650395371286556,1,1
12,0.8199080677019835,1,0
8,0.8163539478063214,1,1
14,0.919989517985382,1,1
6,0.6713059163980797,0,0
18,0.9589839834198904,1,0
3,0.5007395472930983,1,0
15,0.7059719327596485,1,0
8,0.6974339599045863,0,0
5,0.5505828489787914,0,1
10,0.6654958565918379,1,0
15,0.8550581367983889,1,1
1,0.401082872316129,0,0
9,0.742600433408363,1,0
11,0.8727031726519819,1,1
6,0.5605933947762511,0,1
12,1.0227963621133522,1,1
8,0.7300689500157349,1,1
10,0.9502418188722268,1,1
6,0.7934513391780555,1,1
10,0.9732140842341914,1,0
13,0.8641830646459885,1,1
10,0.8679336050234572,1,1
13,0.9436121279271908,1,1
9,0.5455352000626036,1,0
5,0.5625199051486504,1,1
4,0.4958678453177669,0,0
10,0.648592549870765,0,1
4,0.5339564184575243,0,0
9,0.8354542482649889,1,1
4,0.6427934660503717,0,0
9,0.6470053817356367,0,1
10,0.9120049701109592,1,1
14,0.8475791068894801,1,1
4,0.5378707848499802,0,1
12,0.7190294149599892,1,0
15,0.891456031399016,1,1
5,0.6222357334062641,0,0
15,0.8321287633899607,1,1
6,0.715520612711201,1,1
10,0.740778219849964,1,1
12,0.9148996205280312,1,1
4,0.648947201391202,1,0
5,0.5639789731692075,0,1
9,0.7763195039838775,1,0
9,0.6230992155430131,1,1
5,0.5085753153644288,0,1
3,0.6269027849041925,0,0
14,0.8952903798746429,1,1
12,0.8919007471192061,1,1
14,0.826254969371975,1,1
3,0.4741360365452328,0,0
8,0.6550829888870731,0,0
6,0.7238085275542934,1,1
6,0.7354450185437648,1,1
6,0.6881206608057391,0,1
6,0.5781889335584932,1,0
11,0.7918560136411288,1,0
10,0.6917551863699716,0,0
11,0.934572373096192,1,1
6,0.5686925211286017,1,0
8,0.5414685754933354,0,1
4,0.69169724856394,0,0
10,0.73627006521284,1,0
4,0.5976024084633719,0,0
8,0.8005019840323699,1,1
11,0.7823943117198394,1,0
7,0.8278619646438792,1,1
10,0.8165038474370228,1,0
7,0.6280651881974985,0,0
8,0.7234052836271282,1,1
10,0.7701357889194714,1,1
7,0.7145441608968752,1,0
7,0.6576749842184888,0,0
8,0.6829096871928875,0,1
10,0.823673649569538,1,1
8,0.6327835550438807,1,1
12,0.9992138450046985,1,0
6,0.4755391279343213,0,0
11,0.83613026709105,1,1
3,0.4898363617407013,0,0
7,0.768673982561893,1,1
9,0.6727051118463311,1,1
7,0.6316637878977727,1,1
11,0.8254200032937932,1,0
10,0.8460188688042061,1,1
11,0.9618351719169578,1,1
6,0.7224205126011379,1,1
9,0.6035717547225563,0,1
3,0.451444060900554,0,0
8,0.7594288452769851,1,1
9,0.7758394441907261,1,1
15,0.951154404719735,1,1
10,0.961564144461775,1,1
9,0.72761407536006,1,0
11,0.8262304622195259,1,0
3,0.5360980970856433,0,0
10,0.8601975454840387,1,1
8,0.5711780636005248,0,0
7,0.6884337690909269,0,1
8,0.659892299540694,0,1
9,0.8186228921000094,1,0
10,0.886089871306182,1,1
9,0.7961494541039237,1,1
7,0.7392071898606349,1,1
4,0.4613826533459474,0,1
12,0.7379126751039254,1,0
12,0.8171198813106345,1,0
7,0.7236687798736182,1,1
7,0.7361612580122677,1,1
10,0.5898255274877058,0,0
13,0.919865126684632,1,1
8,0.8424322194273541,1,1
9,0.7697482950237859,1,1
4,0.6708168587330573,0,0
10,0.7460118443774244,1,0
8,0.7818902307977723,1,1
5,0.5880399472251683,0,0
4,0.5375772902637129,1,0
6,0.6396284552537449,0,1
6,0.6756331529525911,1,1
6,0.6630534452749721,0,0
8,0.8452712159579879,1,1
7,0.5572853336398541,0,0
6,0.7673330596147757,1,1
9,0.7559342714531714,1,0
12,0.8859109364948109,1,0
7,0.666866805108079,1,1
15,0.8490975603975578,1,1
3,0.5003210977611515,1,0
6,0.7388316145663917,1,0
10,0.8657967286124655,1,1
12,0.9750965590820676,1,1
6,0.615436858713764,1,1
4,0.5131377211038651,0,0
6,0.6911544135281804,0,1
9,0.7294917534004496,1,1
7,0.7304410880507037,1,1
12,0.9005910101959737,1,1
5,0.5534017144582746,0,1
3,0.4713738523386798,0,0
8,0.8294035289267073,1,1
15,1.0243027562692717,1,1
5,0.6215337010295782,1,0
3,0.5438894435109426,0,0
5,0.4440556873058968,0,0
16,0.8530393011740349,1,1
6,0.7314730154044079,1,1
4,0.5254164293142192,0,0
9,0.7444662220971799,1,1
4,0.581609567031296,0,0
8,0.8131471917573019,1,0
14,0.9707820801644296,1,0
5,0.6747736976022874,1,1
7,0.7258631321615857,1,1
7,0.5990055557225815,1,1
11,0.7451136959789272,1,0
12,1.0169665510658286,1,0
6,0.589041449221809,1,0
5,0.6082447906400908,1,0
9,0.7767837736246501,1,1
9,0.9032953966283886,1,1
6,0.6378446760291626,1,1
8,0.6542281667259522,0,1
12,0.8986245772479007,1,1
6,0.7364475775855598,1,0
7,0.5417276231346592,1,0
4,0.6266533541745982,1,0
5,0.5136255727679307,1,1
12,0.6291763668542305,0,0
6,0.5254064065170005,0,1
7,0.8616709412894602,1,1
8,0.8332325336196571,1,0
4,0.5842550057928857,0,0
8,0.8601194614438434,1,0
14,0.8217466757023804,1,1
8,0.7383073163376992,1,0
5,0.5579111959628383,0,0
18,0.8279563351154507,1,0
9,0.8246856053764148,1,1
9,0.855905652342107,1,1
8,0.827350057640365,1,1
7,0.5606652053022364,1,0
9,0.6074200806207306,0,0
2,0.4669688505070897,1,0
10,0.7148542690629163,1,1
12,0.8905679315687828,1,1
7,0.5917718618790234,0,0
5,0.5942782949882564,0,0
7,0.6799861852682089,0,1
4,0.5224650931574221,0,0
4,0.4986534656558997,0,0
2,0.4231703337293991,0,0
9,0.6335394267528611,0,1
5,0.6901378147484615,1,1
13,0.8413321343982636,1,1
7,0.6041811075057744,0,0
8,0.7469074191319169,1,1
7,0.6830123880556856,0,1
9,0.5783358665135793,0,0
12,0.9516823255226864,1,1
6,0.5185140986279511,0,0
7,0.7856004256232817,1,1
2,0.5297805327101118,1,0
1,0.4011590540706065,1,0
9,0.9024913936497708,1,1
5,0.7070572924211197,1,1
13,0.8259504074460506,1,1
4,0.648181582903553,1,1
7,0.6142387417472776,0,0
4,0.483239299321191,1,1
10,0.5936847304094128,1,1
7,0.7199383968450151,1,1
2,0.5123289662959281,0,0
8,0.7183490698231408,1,1
4,0.5561056145155429,1,1
3,0.5176095060970629,1,0
10,0.8290429733452569,1,0
11,1.013341533792638,1,1
7,0.6527450257053975,1,0
6,0.5380625514126405,1,0
8,0.7186182933523724,1,1
9,0.5991192959634493,0,1
4,0.5466988938809973,0,0
6,0.5817957026916258,0,0
7,0.7188040764404522,1,1
7,0.7650162426807082,1,0
13,0.9236120508909492,1,1
9,0.6531928766814596,0,1
6,0.6458427176470188,0,0
3,0.5911869140490256,0,0
9,0.7775244271803191,1,1
13,0.9406583045048392,1,0
2,0.559183715634274,0,0
12,0.705011616501377,1,0
10,0.71552621505071,1,0
7,0.5904782059260023,1,1
8,0.6666316101121922,0,0
7,0.617853988284332,0,0
13,0.7744776568365266,1,1
13,0.8817537330540942,1,1
12,0.982299080243535,1,1
10,0.8510550508152493,1,1
9,0.6846126628144699,0,0
9,0.8188300948233488,1,1
8,0.8315221971832346,1,0
6,0.6745164749438888,0,1
6,0.6471247785677032,0,0
3,0.4608143645899447,0,0
6,0.6298941454995748,0,0
6,0.7358466408337834,1,1
5,0.6247702154858791,0,0
11,0.831078707937845,1,0
14,0.8657700056533988,1,1
3,0.4891905063067684,1,0
4,0.6283846094324212,1,0
7,0.5883788017840507,0,1
8,0.6058596795226848,0,0
13,1.003589657906206,1,0
14,0.8216155788523447,1,0
6,0.8317858310900703,1,1
3,0.4569404920966344,0,0
4,0.5756743586366349,0,0
4,0.5258271818789038,1,0
7,0.7677460297359705,1,1
7,0.7047915215097375,1,1
11,0.8917074951818591,1,1
5,0.5527705125804856,0,1
11,0.796283298206324,1,0
5,0.5407984641376973,1,0
10,0.835554363879654,1,1
11,0.714193761399404,1,0
10,0.8783626660774645,1,1
19,0.8341569566701175,1,0
17,0.8173870667624312,1,1
5,0.5144714779513098,1,0
6,0.7439312638696804,1,1
6,0.4723160571902612,1,0
12,0.5654438438028683,0,0
9,0.9258446281048064,1,1
14,0.845668111453771,1,1
18,0.8942513686848711,1,1
12,0.917112619564087,1,1
5,0.6768473762911225,0,0
8,0.7006372818813276,1,1
12,0.7528753558010807,1,0
7,0.7450566125881363,1,0
8,0.7204247013979995,1,0
10,0.9008358669390988,1,1
9,0.7197845785565549,1,1
8,0.6657467538382174,1,0
10,0.8675649100430249,1,1
3,0.3139661940110311,1,0
16,0.8654653394614388,1,1
8,0.604458579633893,1,0
9,0.6989625996511378,0,1
7,0.6483923961407498,0,0
7,0.7296020932482649,1,0
9,0.6220586001326289,0,1
9,0.5980996736452605,1,0
5,0.5339678868574287,0,1
5,0.4688655304075377,0,0
12,0.9217262996757462,1,1
19,0.8728578875183179,1,1
9,0.7910052449073258,1,1
7,0.6052585102764446,0,0
9,0.8840466282744022,1,1
7,0.7006003593098878,1,1
9,0.8232044605323473,1,1
4,0.4652523140226987,1,0
13,0.8403818965858862,1,0
7,0.8445230065527869,1,0
8,0.7655348592584575,1,1
9,0.8648613410116772,1,1
6,0.773358977179736,1,1
6,0.6808913497706726,0,0
7,0.6457159582905488,0,0
6,0.6342038934069034,1,1
8,0.8527165918967993,1,0
5,0.5232959970060328,1,0
8,0.5644439114152486,0,0
6,0.6516174270532514,1,1
10,0.6166999482857926,0,0
7,0.7581588065686777,1,1
7,0.6126731450966466,1,0
5,0.5516641841671506,0,0
4,0.5321773986875418,0,0
5,0.5036397507666277,1,1
9,0.7866627920456317,1,1
10,0.8406378255614662,1,1
6,0.5278269361327407,0,0
8,0.8371285044363735,1,1
6,0.6789570176644542,1,0
14,0.8048526962850188,1,1
4,0.6065113377432957,0,0
4,0.535517770737167,1,0
6,0.6192884693717705,0,0
6,0.5743755265873146,0,0
9,0.8309923781496774,1,0
6,0.7297359496715441,1,0
4,0.4898439779847556,0,0
10,0.766565310958867,1,1
10,0.9806714987661904,1,1
6,0.7376701008067579,1,0
12,0.9159272864017554,1,1
4,0.6510950696591319,0,0
2,0.5575813538041081,1,0
5,0.632067368930418,0,0
13,0.9457855636488836,1,1
11,0.8351731066407524,1,1
14,0.773148244228599,1,0
13,0.8933037636896721,1,1
8,0.848475621313845,1,1
4,0.5678094528383539,0,0
6,0.4962488217552181,0,0
14,0.7565699057808315,1,1
10,0.7728028685587213,1,1
3,0.5243210562623423,1,0
8,0.7684815218759408,1,1
11,0.8813049754568835,1,0
5,0.6192826196342568,1,1
11,0.8848722028153654,1,1
5,0.6359501445925234,0,0
8,0.7972419016286374,1,0
7,0.6996248284965919,0,0
7,0.6298683287360896,1,0
7,0.7402364568675636,1,1
8,0.7068134877619123,1,1
11,0.7841380452216598,1,1
13,0.8321259899477421,1,1
13,0.6425810385037928,0,0
8,0.6431610116120797,1,1
8,0.7119336619223965,1,1
10,0.8011426103559119,1,1
8,0.6821675827550402,1,1
8,0.6613002788397889,0,1
7,0.7422528984231332,1,0
11,0.7644331956581627,1,1
9,0.7287948060066199,1,0
3,0.5524253422884144,1,0
8,0.6426049933550512,1,1
3,0.6002694331496955,0,0
6,0.5769131352713216,0,0
7,0.6702339826568616,0,0
11,0.7114276686489079,1,1
16,0.8473202392481666,1,0
6,0.7270351670540587,1,1
13,0.8541591520040938,1,1
8,0.6813790032901972,0,1
6,0.8041162542584314,1,1
3,0.4958404401195013,1,0
8,0.8027886037913061,1,1
5,0.5694130375114116,0,1
8,0.6316337057786732,1,1
11,0.813500002703426,1,1
5,0.680959065629097,1,0
11,0.8400119714936534,1,0
7,0.6482045848618605,0,1
10,0.7181362377513689,1,0
5,0.5895409466793515,1,0
8,0.681526754216985,1,1
13,0.6742245629310623,1,0
8,0.6601724639459321,0,1
9,0.7436438269469391,1,1
17,0.8247485858353828,1,1
8,0.8494278395632054,1,1
8,0.7066101581248679,1,1
14,0.9528307568334712,1,1
3,0.5214325314679625,0,0
7,0.539086586429934,0,1
9,0.7454875055881454,1,0
7,0.6847899002806961,1,1
8,0.7581650233768078,1,0
3,0.5810602644812218,1,0
9,0.7122514572249017,1,1
8,0.713285269150445,1,1
3,0.5442682106319376,1,0
11,0.7908143511548589,1,0
13,0.91184194305849,1,1
12,0.9112068944449636,1,1
6,0.5767799730564631,0,1
7,0.6877163091850986,1,0
3,0.4788278496048965,0,0
12,0.844058488396685,1,0
8,0.6322945640829768,0,0
13,0.9677371785177782,1,1
10,0.7428152170966515,1,0
14,0.7488726749495791,1,0
4,0.5194829567154196,0,0
8,0.5654047505244874,0,0
9,0.8563991366511949,1,1
7,0.6955667516087977,0,1
3,0.5018464838839125,0,0
10,0.7458432298269864,1,1
8,0.664721968634246,1,1
7,0.7276663889241424,1,0
10,0.7756768267011065,1,1
9,0.7009871905984983,1,1
9,0.8775283274343358,1,1
10,0.8316503648717691,1,0
7,0.6496502726065713,0,1
9,0.7929823155680779,1,1
12,0.8558003201125959,1,0
7,0.7366934281269523,1,1
6,0.5824581542059531,0,1
7,0.4788564817639938,0,0
8,0.6199835626473739,1,1
10,0.9247299317052746,1,1
4,0.50788048461773,0,0
6,0.6277630559402703,1,1
10,0.8180952699908011,1,1
5,0.5707130674217095,0,1
9,0.7221130336791569,1,1
4,0.6056586017464055,1,0
8,0.6212720201410976,1,1
6,0.684637520289517,0,0
10,0.9119505333485678,1,1
1,0.461351046653058,1,0
8,0.6688685159525276,0,0
5,0.6898215148305579,0,0
0,0.4422924696894414,0,0
1,0.4242591576764527,0,0
7,0.7247077116820274,1,1
7,0.6410969391065809,0,0
15,0.9609979959875732,1,1
8,0.7109354326281372,1,0
16,0.7885241005203896,1,1
13,1.0040987377175374,1,1
7,0.548805521537815,0,0
7,0.5375327107729816,0,0
5,0.5775596629340397,0,0
15,0.91258453317787,1,0
6,0.7884718099161208,1,1
3,0.5535873594705772,0,0
3,0.5049640803070327,0,0
15,0.8386744774783091,1,1
8,0.663834239525677,0,1
6,0.5001252099449223,0,0
5,0.5081068010112763,1,0
13,0.9554759530301395,1,0
5,0.4548377094793964,1,0
5,0.6962275094709256,1,0
9,0.7260614783920263,1,0
7,0.5848135774468907,1,1
7,0.5706724730188701,0,0
20,0.9709637359117737,1,1
1,0.4622377772118053,1,0
8,0.7366689429323975,1,0
7,0.7262772942173514,1,1
7,0.738813738245469,1,1
7,0.8442097680117012,1,1
12,0.8871787660883954,1,1
6,0.8788922651466801,1,1
8,0.7021470197539376,1,1
8,0.609199929501854,0,1
6,0.7532978424004186,1,1
10,0.7179234976435126,1,0
8,0.6430560402316837,0,0
4,0.5159213088706177,0,0
10,0.8007571826712584,1,1
11,0.7453503068025787,1,0
6,0.667087530359208,1,0
14,0.9596915171142306,1,1
11,0.9304072809237264,1,0
7,0.7120148497441577,1,1
5,0.5274321184910945,0,1
12,0.8072327899120827,1,0
9,0.792074648576912,1,1
3,0.5830447985225242,0,0
18,0.8939063822317687,1,1
5,0.6335822889271272,1,1
13,0.8186950756916943,1,1
3,0.5567542775577937,1,0
8,0.62083831836944,0,1
7,0.7212675441129006,1,1
10,0.8366346523934033,1,0
11,0.8863722351179253,1,0
12,0.8414132344971368,1,1
12,0.913403052488074,1,1
9,0.5770724194663239,0,0
5,0.6338975913395373,0,0
3,0.6667484345534299,0,0
6,0.5059504384302003,1,0
5,0.5176588280267065,1,1
6,0.7502856765943998,1,1
6,0.6906928552091023,0,1
5,0.6411605370513703,0,0
6,0.703790911796948,1,1
4,0.571449920028076,0,0
7,0.5964947108680541,1,1
15,0.7163685302331172,1,0
4,0.6705538553980684,0,1
6,0.5837903302605139,0,0
6,0.5939777803777547,0,0
6,0.5865082898529149,1,1
6,0.6095555780407752,0,1
8,0.6615471068147015,1,0
8,0.906651511132588,1,1
9,0.7619860143964426,1,0
15,0.8105049915765506,1,0
7,0.510588821494531,0,0
4,0.4978942053208107,0,0
6,0.6705596201141106,1,1
11,0.8258497194319192,1,1
9,0.716806054107611,1,1
11,0.755784999256286,1,0
5,0.6606998739950763,0,0
12,0.9197327180712852,1,1
10,0.7878438750997525,1,0
5,0.562442833850849,0,0
14,0.8212240114653236,1,1
6,0.6087747641763946,0,0
7,0.6696575201372373,0,0
6,0.7301460437529569,1,1
4,0.5849778767363883,1,0
20,0.8772862184462187,1,1
13,0.817511185877136,1,0
5,0.5961826309407194,0,0
4,0.4943403552096659,1,0
5,0.575442351705253,0,0
11,0.7162877986631361,1,0
10,0.7130475527193246,1,1
12,0.963701466927321,1,1
8,0.8346265720387841,1,1
9,0.6715031543746872,0,1
9,0.6842070829252082,0,0
3,0.527099131789884,1,0
5,0.50776432129445,0,0
10,0.8965886260971759,1,1
10,0.8362690283388741,1,1
7,0.5732721691954004,0,0
11,0.6526221471238072,0,0
16,0.8603543547741841,1,1
11,0.5836235203736284,0,1
3,0.4927330300664101,0,0
4,0.6302720159707474,0,0
8,0.4912495493206726,1,1
10,0.8622049108724684,1,1
4,0.6052028144302168,0,0
13,0.9615548137027948,1,1
11,0.9309936482919776,1,1
11,0.7100763510916147,1,1
6,0.8111991608024509,1,0
5,0.6589652325695238,0,0
1,0.4237310598425269,1,0
13,0.946754463037329,1,1
7,0.645116901016043,0,1
12,0.8202307262887768,1,1
4,0.4392193170504781,0,0
8,0.7883118378688487,1,0
4,0.5520575080583777,0,0
4,0.5947258034041089,0,0
10,0.6816884911686605,1,0
1,0.3952275867706298,0,0
8,0.6638854698069498,0,0
4,0.5793918515039017,1,1
16,0.7391000081499414,1,1
8,0.4611027271167701,0,1
8,0.667217818920887,0,1
9,0.89738920330362,1,1
8,0.759873268779353,1,1
9,0.6653294100314542,0,1
14,0.908777432847459,1,1
13,0.9264896021797384,1,1
3,0.5501597489353491,0,0
13,0.8853318599207605,1,1
6,0.7266161444022204,1,0
9,0.7842240978146023,1,0
8,0.7296628224905244,1,0
11,0.7360854220065725,1,1
5,0.762153600084026,1,1
9,0.5872857211379193,0,0
15,0.8450620433329984,1,1
4,0.5523710519161591,1,0
4,0.5393507546082598,0,0
4,0.5473708293018136,0,0
7,0.711920242756143,1,1
9,0.698493970349136,1,1
7,0.7040379579611413,1,1
11,0.7671523570773945,1,1
18,0.9402136433495872,1,1
4,0.6139012975564625,1,0
5,0.5823090283327201,0,0
6,0.6750649888292626,0,1
3,0.5957156666325142,0,0
5,0.6596284068370399,0,0
13,0.869079768082322,1,0
8,0.7443818333226973,1,1
5,0.6592963013598533,0,1
14,0.8107658492706266,1,1
8,0.7826601795236559,1,1
7,0.5279723084979911,1,0
1,0.5047134222695265,1,0
7,0.6162375215300211,1,1
2,0.47868951521415,0,0
12,0.7303610493400786,1,1
9,0.7336830374228133,1,1
5,0.5944489646435857,1,0
12,0.8820599809747857,1,1
4,0.5668191809241762,1,0
4,0.6335964869115325,1,0
8,0.8979924966066437,1,0
5,0.5366651756853236,1,0
2,0.525253898907632,0,0
6,0.6742841795783054,0,0
4,0.4951822339880113,1,0
9,0.7241135457208386,1,1
5,0.4962951658128104,1,1
9,0.7120213981986686,1,1
11,0.8869034069446374,1,0
9,0.8297553550593407,1,1
8,0.6916529807604123,0,0
11,0.7551451060043254,1,1
7,0.655624160513785,0,0
8,0.641732578545745,0,0
4,0.5652520454331142,1,0
9,0.7755711162301119,1,1
8,0.7008847571646043,1,1
7,0.6358411225694983,1,0
7,0.7019501522959359,1,1
11,0.8838634069122505,1,1
6,0.5941769064814852,0,1
11,0.9460579033878266,1,1
9,0.6937746895344953,1,1
5,0.677142445459826,1,0
4,0.7226723095780456,1,0
7,0.7014524573849794,1,0
3,0.578348726370879,0,0
14,0.7973881063730877,1,0
14,0.9120511448304264,1,1
14,0.9005052252077896,1,1
8,0.8303740485156681,1,1
4,0.5778096285944881,0,0
11,0.7328482077329437,1,0
4,0.5490332240860099,0,0
